,indenização_count,revisão_count,tarifa_count,file,label
12468,0,43,4,../data/VAC1031612_1.txt,revisão
12469,0,52,11,../data/VAC1007243_1.txt,revisão
12470,0,0,0,../data/VAC0927869_3.txt,
12471,1,0,0,../data/VAC0976050_1.txt,indenização
12472,3,2,15,../data/VAC0886405_1.txt,tarifa
12473,0,25,0,../data/VAC0969549_1.txt,revisão
12474,3,20,7,../data/VAC0759574_1.txt,revisão
12475,3,0,0,../data/VAC0784144_1.txt,indenização
12476,0,3,0,../data/VAC0943326_1.txt,revisão
12477,0,15,11,../data/VAC0897242_1.txt,revisão
12478,0,0,0,../data/VAC1045065_2.txt,
12479,0,0,0,../data/VAC0748401_1.txt,
12480,0,21,5,../data/VAC0621798_1.txt,revisão
12481,14,0,0,../data/VAC0912182_1.txt,indenização
12482,0,1,1,../data/VAC0093364_1.txt,
12483,0,0,0,../data/VAC0975104_1.txt,
12484,0,2,15,../data/VAC0607800_1.txt,tarifa
12485,0,1,8,../data/VAC1022058_1.txt,tarifa
12486,2,9,10,../data/VAC0968167_1.txt,tarifa
12487,4,0,0,../data/VAC0924453_1.txt,indenização
12488,0,28,7,../data/VAC0540126_1.txt,revisão
12489,5,1,1,../data/VAC0977185_1.txt,indenização
12490,0,29,9,../data/VAC0894622_1.txt,revisão
12491,22,0,0,../data/VAC1014583_1.txt,indenização
12492,11,0,0,../data/VAC1066568_1.txt,indenização
12493,0,4,0,../data/VAC0612100_1.txt,revisão
12494,1,14,0,../data/VAC0438890_1.txt,revisão
12495,0,0,0,../data/VAC0868952_1.txt,
12496,0,29,8,../data/VAC0880066_1.txt,revisão
12497,0,5,3,../data/VAC0963931_1.txt,revisão
12498,23,0,0,../data/VAC1068569_2.txt,indenização
12499,5,0,0,../data/VAC0766851_1.txt,indenização
12500,0,16,0,../data/VAC0896208_2.txt,revisão
12501,1,1,9,../data/VAC0969228_1.txt,tarifa
12502,5,61,7,../data/VAC0821111_1.txt,revisão
12503,0,20,3,../data/VAC0525254_1.txt,revisão
12504,0,0,0,../data/VAC1016013_1.txt,
12505,10,1,0,../data/VAC1026340_1.txt,indenização
12506,4,1,1,../data/VAC0901494_1.txt,indenização
12507,2,0,0,../data/VAC0977009_1.txt,indenização
12508,0,26,5,../data/VAC1001477_1.txt,revisão
12509,0,30,6,../data/VAC0575886_1.txt,revisão
12510,2,3,1,../data/VAC0918395_1.txt,revisão
12511,0,28,6,../data/VAC0701725_1.txt,revisão
12512,0,0,0,../data/VAC0897055_2.txt,
12513,0,1,0,../data/VAC0999101_1.txt,revisão
12514,0,7,0,../data/VAC0912201_1.txt,revisão
12515,0,2,6,../data/VAC0899028_1.txt,tarifa
12516,0,0,0,../data/VAC0950032_1.txt,
12517,0,0,1,../data/VAC0973782_1.txt,tarifa
12518,6,0,0,../data/VAC0880122_1.txt,indenização
12519,5,0,0,../data/VAC0945693_1.txt,indenização
12520,0,0,0,../data/VAC1096006_1.txt,
12521,0,7,12,../data/VAC0880279_1.txt,tarifa
12522,5,0,0,../data/VAC1025472_1.txt,indenização
12523,5,14,7,../data/VAC0705748_1.txt,revisão
12524,0,1,10,../data/VAC0533553_1.txt,tarifa
12525,0,0,2,../data/VAC1070692_1.txt,tarifa
12526,0,16,0,../data/VAC0876013_1.txt,revisão
12527,0,0,0,../data/VAC0246484_1.txt,
12528,0,7,1,../data/VAC0910920_1.txt,revisão
12529,0,10,0,../data/VAC0557808_1.txt,revisão
12530,0,4,15,../data/VAC0928199_1.txt,tarifa
12531,3,0,0,../data/VAC0972948_1.txt,indenização
12532,0,0,0,../data/VAC1040576_1.txt,
12533,0,2,10,../data/VAC0900821_1.txt,tarifa
12534,0,26,3,../data/VAC0998265_1.txt,revisão
12535,0,10,0,../data/VAC0951684_1.txt,revisão
12536,0,19,0,../data/VAC0922051_1.txt,revisão
12537,0,6,24,../data/VAC1024622_1.txt,tarifa
12538,0,0,0,../data/VAC0748713_1.txt,
12539,0,0,0,../data/VAC0963527_2.txt,
12540,0,11,1,../data/VAC1016286_1.txt,revisão
12541,0,8,11,../data/VAC0926296_1.txt,tarifa
12542,0,0,0,../data/VAC1057416_1.txt,
12543,1,41,0,../data/VAC0671278_1.txt,revisão
12544,10,1,0,../data/VAC0875087_1.txt,indenização
12545,2,6,20,../data/VAC0951951_1.txt,tarifa
12546,2,0,0,../data/VAC0801767_1.txt,indenização
12547,0,8,16,../data/VAC0941160_1.txt,tarifa
12548,7,0,0,../data/VAC1063131_1.txt,indenização
12549,0,0,0,../data/VAC1029739_1.txt,
12550,0,13,11,../data/VAC0552346_1.txt,revisão
12551,1,3,9,../data/VAC0640133_1.txt,tarifa
12552,1,4,11,../data/VAC0945755_1.txt,tarifa
12553,0,8,7,../data/VAC0883375_1.txt,revisão
12554,0,12,6,../data/VAC0697051_1.txt,revisão
12555,0,0,0,../data/VAC0943054_1.txt,
12556,3,22,18,../data/VAC0982387_1.txt,revisão
12557,0,0,0,../data/VAC0882503_1.txt,
12558,0,8,9,../data/VAC0680433_1.txt,tarifa
12559,8,0,0,../data/VAC0779029_1.txt,indenização
12560,0,7,27,../data/VAC1010612_1.txt,tarifa
12561,0,9,25,../data/VAC0889815_1.txt,tarifa
12562,9,0,0,../data/VAC0769788_1.txt,indenização
12563,0,19,25,../data/VAC0709405_1.txt,tarifa
12564,17,1,0,../data/VAC0623922_1.txt,indenização
12565,0,34,20,../data/VAC0884425_1.txt,revisão
12566,0,1,0,../data/VAC1011027_1.txt,revisão
12567,16,3,0,../data/VAC0477862_1.txt,indenização
12568,0,0,0,../data/VAC0413037_1.txt,
12569,21,2,0,../data/VAC0981088_1.txt,indenização
12570,3,0,0,../data/VAC0894165_1.txt,indenização
12571,0,29,0,../data/VAC0721148_1.txt,revisão
12572,0,0,0,../data/VAC0914382_1.txt,
12573,0,0,0,../data/VAC0937806_1.txt,
12574,4,12,41,../data/VAC0683990_1.txt,tarifa
12575,0,18,7,../data/VAC0590550_1.txt,revisão
12576,0,36,0,../data/VAC0684129_1.txt,revisão
12577,0,0,0,../data/VAC1007806_1.txt,
12578,0,0,0,../data/VAC1027364_1.txt,
12579,0,8,10,../data/VAC0685376_1.txt,tarifa
12580,2,1,2,../data/VAC0896095_1.txt,
12581,0,0,0,../data/VAC0259433_2.txt,
12582,7,0,0,../data/VAC0971645_1.txt,indenização
12583,0,0,0,../data/VAC0878843_1.txt,
12584,0,9,24,../data/VAC1010620_1.txt,tarifa
12585,0,0,5,../data/VAC0791370_1.txt,tarifa
12586,2,1,10,../data/VAC0866841_1.txt,tarifa
12587,0,0,0,../data/VAC0506371_1.txt,
12588,0,0,0,../data/VAC0961020_1.txt,
12589,0,0,0,../data/VAC0817299_1.txt,
12590,3,0,1,../data/VAC0916603_2.txt,indenização
12591,0,33,15,../data/VAC0659136_1.txt,revisão
12592,0,25,6,../data/VAC0904020_1.txt,revisão
12593,1,10,19,../data/VAC0909280_1.txt,tarifa
12594,0,4,0,../data/VAC0940038_1.txt,revisão
12595,0,5,4,../data/VAC0922444_1.txt,revisão
12596,0,0,8,../data/VAC0963634_1.txt,tarifa
12597,4,1,0,../data/VAC1024777_1.txt,indenização
12598,0,4,8,../data/VAC0862970_2.txt,tarifa
12599,0,6,24,../data/VAC1004018_1.txt,tarifa
12600,0,1,2,../data/VAC0942517_1.txt,tarifa
12601,0,0,0,../data/VAC0914077_1.txt,
12602,0,2,0,../data/VAC0978620_1.txt,revisão
12603,4,0,0,../data/VAC0767503_1.txt,indenização
12604,6,11,24,../data/VAC0911283_2.txt,tarifa
12605,0,7,0,../data/VAC0890918_1.txt,revisão
12606,4,26,11,../data/VAC0147421_1.txt,revisão
12607,1,9,17,../data/VAC1032014_1.txt,tarifa
12608,4,32,0,../data/VAC0732741_1.txt,revisão
12609,0,1,0,../data/VAC0908870_1.txt,revisão
12610,0,1,10,../data/VAC0636097_1.txt,tarifa
12611,1,17,39,../data/VAC0635358_1.txt,tarifa
12612,2,1,1,../data/VAC0902066_1.txt,indenização
12613,0,30,3,../data/VAC0932830_1.txt,revisão
12614,3,2,3,../data/VAC0970493_1.txt,
12615,0,0,0,../data/VAC0850078_1.txt,
12616,0,2,4,../data/VAC0818586_1.txt,tarifa
12617,0,29,12,../data/VAC0893813_2.txt,revisão
12618,0,2,0,../data/VAC0948679_1.txt,revisão
12619,1,0,0,../data/VAC0999047_1.txt,indenização
12620,13,1,0,../data/VAC0895609_1.txt,indenização
12621,0,30,2,../data/VAC0775105_1.txt,revisão
12622,0,0,0,../data/VAC0952097_1.txt,
12623,4,3,21,../data/VAC0590506_1.txt,tarifa
12624,3,1,0,../data/VAC0665670_1.txt,indenização
12625,3,10,0,../data/VAC0929690_1.txt,revisão
12626,23,2,2,../data/VAC0946631_1.txt,indenização
12627,0,81,22,../data/VAC0581007_1.txt,revisão
12628,9,0,0,../data/VAC1010254_1.txt,indenização
12629,0,20,5,../data/VAC0956024_1.txt,revisão
12630,2,1,0,../data/VAC0957009_1.txt,indenização
12631,1,0,0,../data/VAC0315087_1.txt,indenização
12632,0,0,0,../data/VAC0524788_1.txt,
12633,1,1,5,../data/VAC0816935_1.txt,tarifa
12634,0,0,0,../data/VAC0999030_1.txt,
12635,0,3,0,../data/VAC0986340_1.txt,revisão
12636,0,9,27,../data/VAC0872858_1.txt,tarifa
12637,0,3,3,../data/VAC0913935_1.txt,
12638,21,1,3,../data/VAC0787499_1.txt,indenização
12639,0,34,11,../data/VAC0829318_1.txt,revisão
12640,0,3,4,../data/VAC0987818_1.txt,tarifa
12641,2,0,0,../data/VAC0982363_1.txt,indenização
12642,4,11,9,../data/VAC0825034_1.txt,revisão
12643,0,30,13,../data/VAC0733985_1.txt,revisão
12644,0,0,0,../data/VAC0872078_1.txt,
12645,0,0,0,../data/VAC1016311_1.txt,
12646,3,2,0,../data/VAC0950579_1.txt,indenização
12647,0,2,22,../data/VAC0715319_1.txt,tarifa
12648,0,7,12,../data/VAC0702873_1.txt,tarifa
12649,0,2,18,../data/VAC0641725_1.txt,tarifa
12650,0,38,6,../data/VAC0899244_1.txt,revisão
12651,0,0,0,../data/VAC0905469_1.txt,
12652,0,4,19,../data/VAC0631053_1.txt,tarifa
12653,0,45,27,../data/VAC0513156_1.txt,revisão
12654,0,0,0,../data/VAC0818705_1.txt,
12655,0,7,11,../data/VAC1017435_1.txt,tarifa
12656,0,6,17,../data/VAC1016670_1.txt,tarifa
12657,0,1,3,../data/VAC0537160_1.txt,tarifa
12658,2,0,0,../data/VAC0935179_1.txt,indenização
12659,3,0,0,../data/VAC1073186_1.txt,indenização
12660,0,20,8,../data/VAC0929507_2.txt,revisão
12661,0,0,0,../data/VAC0876621_1.txt,
12662,6,0,0,../data/VAC0936025_1.txt,indenização
12663,1,52,1,../data/VAC1064399_2.txt,revisão
12664,0,26,1,../data/VAC0805450_1.txt,revisão
12665,0,48,7,../data/VAC0930027_1.txt,revisão
12666,0,0,0,../data/VAC0383048_1.txt,
12667,7,2,3,../data/VAC1012396_1.txt,indenização
12668,1,0,0,../data/VAC0849517_1.txt,indenização
12669,6,0,0,../data/VAC0964906_1.txt,indenização
12670,0,0,0,../data/VAC0942283_1.txt,
12671,0,2,18,../data/VAC0799170_1.txt,tarifa
12672,0,6,24,../data/VAC1011684_1.txt,tarifa
12673,0,0,0,../data/VAC1003396_1.txt,
12674,0,0,0,../data/VAC0536127_1.txt,
12675,1,25,23,../data/VAC0946474_1.txt,revisão
12676,0,15,5,../data/VAC0924041_1.txt,revisão
12677,0,4,7,../data/VAC0431637_1.txt,tarifa
12678,0,21,20,../data/VAC0887190_2.txt,revisão
12679,0,0,0,../data/VAC0704286_1.txt,
12680,3,0,0,../data/VAC0855434_1.txt,indenização
12681,0,0,0,../data/VAC0503533_1.txt,
12682,0,0,0,../data/VAC0623166_1.txt,
12683,1,4,6,../data/VAC0727563_1.txt,tarifa
12684,0,0,0,../data/VAC0660564_1.txt,
12685,0,0,0,../data/VAC0972107_1.txt,
12686,0,16,34,../data/VAC0925007_1.txt,tarifa
12687,0,5,2,../data/VAC0654041_1.txt,revisão
12688,2,46,15,../data/VAC0775393_1.txt,revisão
12689,0,23,8,../data/VAC0899927_1.txt,revisão
12690,0,1,0,../data/VAC0873015_2.txt,revisão
12691,0,0,0,../data/VAC0835016_1.txt,
12692,0,3,5,../data/VAC0879709_1.txt,tarifa
12693,2,0,0,../data/VAC0962102_2.txt,indenização
12694,6,0,0,../data/VAC0932944_1.txt,indenização
12695,0,20,0,../data/VAC0672910_1.txt,revisão
12696,0,44,1,../data/VAC0435043_1.txt,revisão
12697,0,1,0,../data/VAC1071162_1.txt,revisão
12698,6,0,0,../data/VAC0951877_1.txt,indenização
12699,0,18,0,../data/VAC0926395_1.txt,revisão
12700,0,0,0,../data/VAC1022779_1.txt,
12701,0,6,24,../data/VAC1008610_1.txt,tarifa
12702,7,1,0,../data/VAC0792653_1.txt,indenização
12703,0,25,2,../data/VAC0496273_1.txt,revisão
12704,0,24,0,../data/VAC0956387_1.txt,revisão
12705,4,0,0,../data/VAC0985105_1.txt,indenização
12706,0,3,0,../data/VAC0953714_1.txt,revisão
12707,0,16,5,../data/VAC0856255_1.txt,revisão
12708,0,52,19,../data/VAC0339751_1.txt,revisão
12709,0,4,0,../data/VAC0149497_1.txt,revisão
12710,9,0,0,../data/VAC0926269_1.txt,indenização
12711,0,0,0,../data/VAC0980114_1.txt,
12712,0,3,6,../data/VAC0958980_1.txt,tarifa
12713,0,23,0,../data/VAC0884547_1.txt,revisão
12714,0,0,0,../data/VAC0397121_1.txt,
12715,1,15,10,../data/VAC0669175_1.txt,revisão
12716,0,24,11,../data/VAC0825723_1.txt,revisão
12717,0,6,4,../data/VAC0989771_1.txt,revisão
12718,4,2,0,../data/VAC0937062_1.txt,indenização
12719,10,0,0,../data/VAC1081988_2.txt,indenização
12720,0,0,0,../data/VAC0247560_1.txt,
12721,0,2,7,../data/VAC0870738_1.txt,tarifa
12722,0,0,0,../data/VAC0825323_1.txt,
12723,0,0,0,../data/VAC0894508_1.txt,
12724,0,0,0,../data/VAC0956851_1.txt,
12725,19,1,0,../data/VAC0985364_1.txt,indenização
12726,0,7,1,../data/VAC0885076_1.txt,revisão
12727,1,9,27,../data/VAC0956659_1.txt,tarifa
12728,0,5,2,../data/VAC0090109_1.txt,revisão
12729,0,34,0,../data/VAC0912164_1.txt,revisão
12730,0,3,0,../data/VAC1045354_1.txt,revisão
12731,1,15,2,../data/VAC0609873_2.txt,revisão
12732,0,1,11,../data/VAC0940617_1.txt,tarifa
12733,4,4,7,../data/VAC0711719_1.txt,tarifa
12734,0,0,9,../data/VAC0799164_1.txt,tarifa
12735,0,19,4,../data/VAC0299500_1.txt,revisão
12736,3,0,0,../data/VAC0995920_1.txt,indenização
12737,0,0,0,../data/VAC0922485_2.txt,
12738,0,4,0,../data/VAC0750647_1.txt,revisão
12739,0,0,0,../data/VAC1009826_1.txt,
12740,5,0,0,../data/VAC0885188_1.txt,indenização
12741,0,17,9,../data/VAC0931715_1.txt,revisão
12742,0,0,1,../data/VAC0893516_1.txt,tarifa
12743,8,0,0,../data/VAC0985034_1.txt,indenização
12744,0,0,0,../data/VAC0929655_1.txt,
12745,0,27,7,../data/VAC0914076_1.txt,revisão
12746,3,44,12,../data/VAC0378973_1.txt,revisão
12747,8,1,0,../data/VAC1067731_1.txt,indenização
12748,0,7,17,../data/VAC0982077_1.txt,tarifa
12749,0,12,1,../data/VAC0794247_1.txt,revisão
12750,0,0,0,../data/VAC0923816_1.txt,
12751,0,0,0,../data/VAC0423358_1.txt,
12752,0,0,0,../data/VAC0373673_1.txt,
12753,3,2,0,../data/VAC1098783_1.txt,indenização
12754,0,31,0,../data/VAC0825098_1.txt,revisão
12755,0,5,20,../data/VAC0664286_1.txt,tarifa
12756,2,14,6,../data/VAC0957670_1.txt,revisão
12757,0,6,16,../data/VAC0935736_1.txt,tarifa
12758,0,2,6,../data/VAC0790001_1.txt,tarifa
12759,0,33,15,../data/VAC0792849_1.txt,revisão
12760,12,2,0,../data/VAC0981823_2.txt,indenização
12761,0,15,2,../data/VAC0858872_1.txt,revisão
12762,9,0,0,../data/VAC0933267_2.txt,indenização
12763,6,0,0,../data/VAC0690696_2.txt,indenização
12764,0,6,23,../data/VAC1020737_1.txt,tarifa
12765,0,0,0,../data/VAC0657155_1.txt,
12766,0,10,7,../data/VAC0964174_1.txt,revisão
12767,0,35,8,../data/VAC0288639_1.txt,revisão
12768,4,0,0,../data/VAC0864207_1.txt,indenização
12769,0,0,0,../data/VAC0952138_1.txt,
12770,0,14,0,../data/VAC0902028_1.txt,revisão
12771,0,0,0,../data/VAC1016364_1.txt,
12772,1,21,7,../data/VAC0831728_1.txt,revisão
12773,0,2,0,../data/VAC0751008_1.txt,revisão
12774,0,18,13,../data/VAC0916890_1.txt,revisão
12775,0,6,0,../data/VAC0056984_1.txt,revisão
12776,0,25,9,../data/VAC0719277_1.txt,revisão
12777,1,7,28,../data/VAC0891968_1.txt,tarifa
12778,1,13,0,../data/VAC0172157_1.txt,revisão
12779,0,10,8,../data/VAC0713548_1.txt,revisão
12780,0,0,0,../data/VAC1016507_1.txt,
12781,0,30,0,../data/VAC0926654_1.txt,revisão
12782,0,0,0,../data/VAC0888660_1.txt,
12783,0,3,0,../data/VAC0781729_1.txt,revisão
12784,0,0,0,../data/VAC0764747_1.txt,
12785,0,50,6,../data/VAC0996920_1.txt,revisão
12786,0,8,11,../data/VAC0939204_1.txt,tarifa
12787,0,29,22,../data/VAC0239130_1.txt,revisão
12788,0,63,22,../data/VAC0955840_1.txt,revisão
12789,4,0,0,../data/VAC0620514_1.txt,indenização
12790,0,0,0,../data/VAC0897421_1.txt,
12791,0,0,0,../data/VAC0294382_1.txt,
12792,0,3,7,../data/VAC0941693_1.txt,tarifa
12793,4,1,0,../data/VAC0981987_1.txt,indenização
12794,0,0,0,../data/VAC0957446_1.txt,
12795,0,13,12,../data/VAC0727184_1.txt,revisão
12796,0,2,6,../data/VAC0787255_1.txt,tarifa
12797,1,10,7,../data/VAC0699179_1.txt,revisão
12798,1,0,0,../data/VAC0663231_1.txt,indenização
12799,1,0,0,../data/VAC0577626_2.txt,indenização
12800,3,1,1,../data/VAC1027255_1.txt,indenização
12801,0,21,16,../data/VAC0876426_1.txt,revisão
12802,19,3,0,../data/VAC0909005_1.txt,indenização
12803,0,0,0,../data/VAC0725123_1.txt,
12804,4,0,1,../data/VAC0990230_2.txt,indenização
12805,1,14,23,../data/VAC0952975_1.txt,tarifa
12806,0,34,3,../data/VAC0716685_1.txt,revisão
12807,0,0,0,../data/VAC1052764_1.txt,
12808,0,4,12,../data/VAC0778804_1.txt,tarifa
12809,8,0,0,../data/VAC0822980_1.txt,indenização
12810,0,0,0,../data/VAC0949246_1.txt,
12811,10,0,0,../data/VAC0449024_1.txt,indenização
12812,0,0,0,../data/VAC0945388_1.txt,
12813,0,1,0,../data/VAC0866780_1.txt,revisão
12814,0,0,0,../data/VAC0869090_1.txt,
12815,0,50,11,../data/VAC0878082_1.txt,revisão
12816,0,5,4,../data/VAC1030462_1.txt,revisão
12817,0,34,2,../data/VAC0972971_1.txt,revisão
12818,0,0,0,../data/VAC1024897_1.txt,
12819,0,35,12,../data/VAC0818104_1.txt,revisão
12820,0,23,5,../data/VAC0112238_1.txt,revisão
12821,1,7,20,../data/VAC0731021_1.txt,tarifa
12822,0,18,20,../data/VAC0613950_1.txt,tarifa
12823,0,2,14,../data/VAC0688175_1.txt,tarifa
12824,0,9,1,../data/VAC0833988_1.txt,revisão
12825,1,0,0,../data/VAC1059186_1.txt,indenização
12826,0,14,0,../data/VAC0936775_1.txt,revisão
12827,4,0,0,../data/VAC0930235_1.txt,indenização
12828,0,1,8,../data/VAC0916973_1.txt,tarifa
12829,0,0,0,../data/VAC0969625_1.txt,
12830,0,0,0,../data/VAC0837479_1.txt,
12831,2,0,0,../data/VAC0939141_1.txt,indenização
12832,0,4,5,../data/VAC0743747_1.txt,tarifa
12833,0,0,5,../data/VAC0917300_1.txt,tarifa
12834,5,0,0,../data/VAC0985203_2.txt,indenização
12835,0,8,16,../data/VAC0590627_1.txt,tarifa
12836,28,0,0,../data/VAC1009705_1.txt,indenização
12837,1,38,6,../data/VAC0900402_1.txt,revisão
12838,0,1,6,../data/VAC0570212_1.txt,tarifa
12839,0,0,0,../data/VAC0979224_1.txt,
12840,0,2,4,../data/VAC0924857_1.txt,tarifa
12841,0,28,3,../data/VAC0873143_1.txt,revisão
12842,1,75,34,../data/VAC0928841_1.txt,revisão
12843,0,0,0,../data/VAC0495064_1.txt,
12844,0,23,3,../data/VAC0796733_1.txt,revisão
12845,0,1,0,../data/VAC0728708_1.txt,revisão
12846,3,7,24,../data/VAC0953817_1.txt,tarifa
12847,0,0,0,../data/VAC0876025_1.txt,
12848,5,5,0,../data/VAC0722896_1.txt,
12849,1,2,6,../data/VAC0703954_1.txt,tarifa
12850,0,22,2,../data/VAC0637296_1.txt,revisão
12851,0,18,9,../data/VAC0426466_1.txt,revisão
12852,2,0,0,../data/VAC0878609_1.txt,indenização
12853,0,0,0,../data/VAC0877484_1.txt,
12854,0,1,2,../data/VAC0619511_2.txt,tarifa
12855,2,2,1,../data/VAC0902918_1.txt,
12856,0,43,7,../data/VAC0608212_1.txt,revisão
12857,0,7,4,../data/VAC0542373_1.txt,revisão
12858,2,4,10,../data/VAC0746362_1.txt,tarifa
12859,0,0,0,../data/VAC0683274_1.txt,
12860,0,30,34,../data/VAC0971074_1.txt,tarifa
12861,2,0,0,../data/VAC0932124_1.txt,indenização
12862,2,14,16,../data/VAC0682344_1.txt,tarifa
12863,4,10,12,../data/VAC0909638_1.txt,tarifa
12864,1,3,21,../data/VAC0841305_1.txt,tarifa
12865,0,0,0,../data/VAC0317042_1.txt,
12866,1,28,19,../data/VAC0808813_1.txt,revisão
12867,0,0,0,../data/VAC1052466_1.txt,
12868,0,2,22,../data/VAC0689850_1.txt,tarifa
12869,5,0,0,../data/VAC0895141_1.txt,indenização
12870,0,0,0,../data/VAC0999164_1.txt,
12871,0,34,6,../data/VAC0674052_1.txt,revisão
12872,0,24,9,../data/VAC0709528_1.txt,revisão
12873,3,0,0,../data/VAC0829687_1.txt,indenização
12874,0,11,1,../data/VAC0907459_1.txt,revisão
12875,1,7,5,../data/VAC0924117_1.txt,revisão
12876,14,0,2,../data/VAC1006841_1.txt,indenização
12877,0,2,19,../data/VAC0300691_1.txt,tarifa
12878,2,1,1,../data/VAC0878175_1.txt,indenização
12879,0,0,0,../data/VAC0983538_1.txt,
12880,11,0,1,../data/VAC0917588_1.txt,indenização
12881,10,2,0,../data/VAC1014836_1.txt,indenização
12882,2,0,0,../data/VAC0952318_1.txt,indenização
12883,4,12,40,../data/VAC0935839_3.txt,tarifa
12884,5,1,0,../data/VAC1059439_1.txt,indenização
12885,2,1,1,../data/VAC0928916_1.txt,indenização
12886,9,1,0,../data/VAC0911600_1.txt,indenização
12887,0,0,0,../data/VAC0931279_1.txt,
12888,1,0,0,../data/VAC0831154_1.txt,indenização
12889,2,7,27,../data/VAC0873298_1.txt,tarifa
12890,4,0,0,../data/VAC1010867_1.txt,indenização
12891,6,0,0,../data/VAC0777517_1.txt,indenização
12892,0,0,0,../data/VAC0233703_1.txt,
12893,2,19,1,../data/VAC0622395_1.txt,revisão
12894,0,39,44,../data/VAC0659312_1.txt,tarifa
12895,0,0,3,../data/VAC0944414_1.txt,tarifa
12896,0,1,8,../data/VAC0919645_1.txt,tarifa
12897,3,0,3,../data/VAC0899230_1.txt,
12898,14,0,1,../data/VAC1035765_1.txt,indenização
12899,0,1,0,../data/VAC1040584_1.txt,revisão
12900,11,0,0,../data/VAC0847096_1.txt,indenização
12901,0,0,0,../data/VAC0733685_1.txt,
12902,0,0,0,../data/VAC0089606_1.txt,
12903,0,50,0,../data/VAC0712703_1.txt,revisão
12904,8,0,0,../data/VAC0908908_1.txt,indenização
12905,0,3,2,../data/VAC0954024_1.txt,revisão
12906,0,18,1,../data/VAC0889200_1.txt,revisão
12907,2,0,7,../data/VAC0767856_1.txt,tarifa
12908,0,31,1,../data/VAC0716250_1.txt,revisão
12909,0,0,0,../data/VAC0948185_1.txt,
12910,0,0,0,../data/VAC0914608_1.txt,
12911,0,0,0,../data/VAC1006959_2.txt,
12912,0,16,1,../data/VAC0332134_1.txt,revisão
12913,0,39,7,../data/VAC0426463_1.txt,revisão
12914,9,1,0,../data/VAC0980044_1.txt,indenização
12915,0,4,7,../data/VAC0927460_1.txt,tarifa
12916,17,0,2,../data/VAC0778172_1.txt,indenização
12917,0,0,0,../data/VAC0594731_1.txt,
12918,0,29,0,../data/VAC0215559_1.txt,revisão
12919,2,1,0,../data/VAC1061091_1.txt,indenização
12920,0,12,14,../data/VAC0950603_1.txt,tarifa
12921,0,0,0,../data/VAC0856329_1.txt,
12922,5,0,0,../data/VAC0933700_1.txt,indenização
12923,1,0,0,../data/VAC0902493_1.txt,indenização
12924,1,23,0,../data/VAC0601934_1.txt,revisão
12925,0,1,0,../data/VAC0344798_1.txt,revisão
12926,0,30,8,../data/VAC0909310_1.txt,revisão
12927,0,0,4,../data/VAC0910795_1.txt,tarifa
12928,0,10,11,../data/VAC0484965_1.txt,tarifa
12929,0,3,11,../data/VAC0835824_1.txt,tarifa
12930,0,1,0,../data/VAC0993979_1.txt,revisão
12931,2,0,0,../data/VAC0311395_1.txt,indenização
12932,1,0,0,../data/VAC0255306_1.txt,indenização
12933,0,0,3,../data/VAC0965140_1.txt,tarifa
12934,0,25,1,../data/VAC0977162_1.txt,revisão
12935,0,0,0,../data/VAC1010356_1.txt,
12936,0,0,0,../data/VAC0429326_1.txt,
12937,0,9,5,../data/VAC0898335_1.txt,revisão
12938,4,1,0,../data/VAC0812647_1.txt,indenização
12939,1,5,22,../data/VAC0632951_1.txt,tarifa
12940,0,2,11,../data/VAC0966443_1.txt,tarifa
12941,3,0,0,../data/VAC0753478_1.txt,indenização
12942,0,8,0,../data/VAC0896850_1.txt,revisão
12943,0,0,0,../data/VAC0404126_1.txt,
12944,0,0,0,../data/VAC0955746_1.txt,
12945,0,18,9,../data/VAC0931786_1.txt,revisão
12946,0,3,1,../data/VAC0893052_1.txt,revisão
12947,0,3,0,../data/VAC0885226_1.txt,revisão
12948,0,0,0,../data/VAC0626073_1.txt,
12949,0,0,0,../data/VAC0904895_1.txt,
12950,0,6,13,../data/VAC0916598_1.txt,tarifa
12951,0,27,0,../data/VAC0957402_1.txt,revisão
12952,1,22,19,../data/VAC0460128_1.txt,revisão
12953,0,2,0,../data/VAC0977737_1.txt,revisão
12954,0,7,8,../data/VAC0493035_1.txt,tarifa
12955,0,7,20,../data/VAC0899278_1.txt,tarifa
12956,6,0,0,../data/VAC0936050_1.txt,indenização
12957,0,0,0,../data/VAC0778092_1.txt,
12958,0,22,0,../data/VAC0845072_1.txt,revisão
12959,22,0,0,../data/VAC0983848_1.txt,indenização
12960,0,0,0,../data/VAC0289054_1.txt,
12961,0,0,10,../data/VAC0695022_1.txt,tarifa
12962,0,2,13,../data/VAC0932895_1.txt,tarifa
12963,0,9,0,../data/VAC0645131_1.txt,revisão
12964,0,8,15,../data/VAC1011457_1.txt,tarifa
12965,6,0,0,../data/VAC0915752_1.txt,indenização
12966,3,6,24,../data/VAC0941247_1.txt,tarifa
12967,0,0,0,../data/VAC0842918_1.txt,
12968,0,31,0,../data/VAC0729394_1.txt,revisão
12969,0,11,1,../data/VAC1015360_1.txt,revisão
12970,1,4,10,../data/VAC0892952_2.txt,tarifa
12971,2,12,1,../data/VAC0851482_1.txt,revisão
12972,10,2,0,../data/VAC0961505_1.txt,indenização
12973,0,7,17,../data/VAC0903935_1.txt,tarifa
12974,0,0,0,../data/VAC0839489_1.txt,
